#taskLabel	taskNamespace	runState	errorCode	runStateUpdateTime
callGenomeSegment_chromId_001_2_0013	CallGenome	complete	0	2022-07-26T06:08:45.436034Z
compressSegmentOutput_chromId_001_2_0013	CallGenome	complete	0	2022-07-26T06:08:46.289475Z
callGenomeSegment_chromId_001_2_0014	CallGenome	complete	0	2022-07-26T06:09:18.545820Z
compressSegmentOutput_chromId_001_2_0014	CallGenome	complete	0	2022-07-26T06:09:18.724214Z
callGenomeSegment_chromId_001_2_0015	CallGenome	complete	0	2022-07-26T06:08:41.587133Z
compressSegmentOutput_chromId_001_2_0015	CallGenome	complete	0	2022-07-26T06:08:47.156674Z
callGenomeSegment_chromId_001_2_0016	CallGenome	complete	0	2022-07-26T06:08:53.824389Z
compressSegmentOutput_chromId_001_2_0016	CallGenome	complete	0	2022-07-26T06:08:56.311424Z
callGenomeSegment_chromId_001_2_0017	CallGenome	complete	0	2022-07-26T06:08:41.582806Z
compressSegmentOutput_chromId_001_2_0017	CallGenome	complete	0	2022-07-26T06:08:44.334432Z
callGenomeSegment_chromId_001_2_0018	CallGenome	complete	0	2022-07-26T06:08:45.438495Z
compressSegmentOutput_chromId_001_2_0018	CallGenome	complete	0	2022-07-26T06:08:48.828557Z
callGenomeSegment_chromId_001_2_0019	CallGenome	complete	0	2022-07-26T06:08:41.584298Z
compressSegmentOutput_chromId_001_2_0019	CallGenome	complete	0	2022-07-26T06:08:43.425439Z
callGenomeSegment_chromId_001_2_0020	CallGenome	complete	0	2022-07-26T06:08:40.455886Z
compressSegmentOutput_chromId_001_2_0020	CallGenome	complete	0	2022-07-26T06:08:44.333792Z
callGenomeSegment_chromId_002_3_0000	CallGenome	complete	0	2022-07-26T06:08:54.961475Z
compressSegmentOutput_chromId_002_3_0000	CallGenome	complete	0	2022-07-26T06:08:56.124066Z
callGenomeSegment_chromId_002_3_0001	CallGenome	complete	0	2022-07-26T06:08:42.439157Z
compressSegmentOutput_chromId_002_3_0001	CallGenome	complete	0	2022-07-26T06:08:43.423309Z
callGenomeSegment_chromId_002_3_0002	CallGenome	complete	0	2022-07-26T06:08:44.335759Z
compressSegmentOutput_chromId_002_3_0002	CallGenome	complete	0	2022-07-26T06:08:48.827096Z
callGenomeSegment_chromId_002_3_0003	CallGenome	complete	0	2022-07-26T06:08:40.462044Z
compressSegmentOutput_chromId_002_3_0003	CallGenome	complete	0	2022-07-26T06:08:52.458572Z
callGenomeSegment_chromId_002_3_0004	CallGenome	complete	0	2022-07-26T06:08:49.640046Z
compressSegmentOutput_chromId_002_3_0004	CallGenome	complete	0	2022-07-26T06:08:52.419687Z
callGenomeSegment_chromId_002_3_0005	CallGenome	complete	0	2022-07-26T06:08:43.410937Z
compressSegmentOutput_chromId_002_3_0005	CallGenome	complete	0	2022-07-26T06:08:45.439126Z
callGenomeSegment_chromId_002_3_0006	CallGenome	complete	0	2022-07-26T06:08:51.652123Z
compressSegmentOutput_chromId_002_3_0006	CallGenome	complete	0	2022-07-26T06:08:52.971015Z
callGenomeSegment_chromId_002_3_0007	CallGenome	complete	0	2022-07-26T06:08:47.155941Z
compressSegmentOutput_chromId_002_3_0007	CallGenome	complete	0	2022-07-26T06:08:50.294414Z
callGenomeSegment_chromId_002_3_0008	CallGenome	complete	0	2022-07-26T06:08:41.586115Z
compressSegmentOutput_chromId_002_3_0008	CallGenome	complete	0	2022-07-26T06:08:51.675519Z
callGenomeSegment_chromId_002_3_0009	CallGenome	complete	0	2022-07-26T06:08:40.456761Z
compressSegmentOutput_chromId_002_3_0009	CallGenome	complete	0	2022-07-26T06:08:41.585781Z
callGenomeSegment_chromId_002_3_0010	CallGenome	complete	0	2022-07-26T06:08:41.582424Z
compressSegmentOutput_chromId_002_3_0010	CallGenome	complete	0	2022-07-26T06:08:42.451897Z
callGenomeSegment_chromId_002_3_0011	CallGenome	complete	0	2022-07-26T06:08:47.158062Z
compressSegmentOutput_chromId_002_3_0011	CallGenome	complete	0	2022-07-26T06:08:48.047396Z
callGenomeSegment_chromId_002_3_0012	CallGenome	complete	0	2022-07-26T06:08:48.830143Z
compressSegmentOutput_chromId_002_3_0012	CallGenome	complete	0	2022-07-26T06:08:50.306274Z
callGenomeSegment_chromId_002_3_0013	CallGenome	complete	0	2022-07-26T06:08:42.447641Z
compressSegmentOutput_chromId_002_3_0013	CallGenome	complete	0	2022-07-26T06:08:44.333158Z
callGenomeSegment_chromId_002_3_0014	CallGenome	complete	0	2022-07-26T06:08:46.286340Z
compressSegmentOutput_chromId_002_3_0014	CallGenome	complete	0	2022-07-26T06:08:48.059351Z
callGenomeSegment_chromId_002_3_0015	CallGenome	complete	0	2022-07-26T06:09:14.746828Z
compressSegmentOutput_chromId_002_3_0015	CallGenome	complete	0	2022-07-26T06:09:15.048475Z
callGenomeSegment_chromId_002_3_0016	CallGenome	complete	0	2022-07-26T06:08:47.135411Z
compressSegmentOutput_chromId_002_3_0016	CallGenome	complete	0	2022-07-26T06:08:48.061297Z
callGenomeSegment_chromId_004_5_0000	CallGenome	complete	0	2022-07-26T06:08:50.278610Z
compressSegmentOutput_chromId_004_5_0000	CallGenome	complete	0	2022-07-26T06:08:51.671772Z
callGenomeSegment_chromId_004_5_0001	CallGenome	complete	0	2022-07-26T06:08:44.331182Z
compressSegmentOutput_chromId_004_5_0001	CallGenome	complete	0	2022-07-26T06:08:46.289809Z
callGenomeSegment_chromId_004_5_0002	CallGenome	complete	0	2022-07-26T06:08:40.460630Z
compressSegmentOutput_chromId_004_5_0002	CallGenome	complete	0	2022-07-26T06:08:41.585465Z
callGenomeSegment_chromId_004_5_0003	CallGenome	complete	0	2022-07-26T06:08:41.587846Z
compressSegmentOutput_chromId_004_5_0003	CallGenome	complete	0	2022-07-26T06:08:42.434626Z
callGenomeSegment_chromId_004_5_0004	CallGenome	complete	0	2022-07-26T06:08:45.437856Z
compressSegmentOutput_chromId_004_5_0004	CallGenome	complete	0	2022-07-26T06:08:48.051504Z
callGenomeSegment_chromId_004_5_0005	CallGenome	complete	0	2022-07-26T06:08:48.826663Z
compressSegmentOutput_chromId_004_5_0005	CallGenome	complete	0	2022-07-26T06:08:51.675849Z
callGenomeSegment_chromId_004_5_0006	CallGenome	complete	0	2022-07-26T06:08:52.423559Z
compressSegmentOutput_chromId_004_5_0006	CallGenome	complete	0	2022-07-26T06:08:53.822381Z
callGenomeSegment_chromId_004_5_0007	CallGenome	complete	0	2022-07-26T06:08:48.828237Z
compressSegmentOutput_chromId_004_5_0007	CallGenome	complete	0	2022-07-26T06:08:50.306736Z
callGenomeSegment_chromId_004_5_0008	CallGenome	complete	0	2022-07-26T06:08:43.428404Z
compressSegmentOutput_chromId_004_5_0008	CallGenome	complete	0	2022-07-26T06:08:44.332159Z
callGenomeSegment_chromId_004_5_0009	CallGenome	complete	0	2022-07-26T06:08:41.586450Z
compressSegmentOutput_chromId_004_5_0009	CallGenome	complete	0	2022-07-26T06:08:43.427378Z
callGenomeSegment_chromId_004_5_0010	CallGenome	complete	0	2022-07-26T06:08:44.333478Z
compressSegmentOutput_chromId_004_5_0010	CallGenome	complete	0	2022-07-26T06:08:45.435487Z
callGenomeSegment_chromId_004_5_0011	CallGenome	complete	0	2022-07-26T06:08:48.828876Z
compressSegmentOutput_chromId_004_5_0011	CallGenome	complete	0	2022-07-26T06:08:50.258201Z
callGenomeSegment_chromId_004_5_0012	CallGenome	complete	0	2022-07-26T06:08:42.447333Z
compressSegmentOutput_chromId_004_5_0012	CallGenome	complete	0	2022-07-26T06:08:43.426081Z
callGenomeSegment_chromId_004_5_0013	CallGenome	complete	0	2022-07-26T06:08:43.401128Z
compressSegmentOutput_chromId_004_5_0013	CallGenome	complete	0	2022-07-26T06:08:44.332510Z
callGenomeSegment_chromId_004_5_0014	CallGenome	complete	0	2022-07-26T06:09:09.649556Z
compressSegmentOutput_chromId_004_5_0014	CallGenome	complete	0	2022-07-26T06:09:10.047105Z
callGenomeSegment_chromId_004_5_0015	CallGenome	complete	0	2022-07-26T06:08:51.013598Z
compressSegmentOutput_chromId_004_5_0015	CallGenome	complete	0	2022-07-26T06:08:52.427578Z
callGenomeSegment_chromId_005_6_0000	CallGenome	complete	0	2022-07-26T06:09:03.454383Z
compressSegmentOutput_chromId_005_6_0000	CallGenome	complete	0	2022-07-26T06:09:03.978649Z
callGenomeSegment_chromId_005_6_0001	CallGenome	complete	0	2022-07-26T06:09:08.125733Z
compressSegmentOutput_chromId_005_6_0001	CallGenome	complete	0	2022-07-26T06:09:08.577776Z
callGenomeSegment_chromId_005_6_0002	CallGenome	complete	0	2022-07-26T06:08:52.436778Z
compressSegmentOutput_chromId_005_6_0002	CallGenome	complete	0	2022-07-26T06:08:53.811409Z
callGenomeSegment_chromId_005_6_0003	CallGenome	complete	0	2022-07-26T06:08:42.450253Z
compressSegmentOutput_chromId_005_6_0003	CallGenome	complete	0	2022-07-26T06:08:43.420095Z
callGenomeSegment_chromId_005_6_0004	CallGenome	complete	0	2022-07-26T06:08:51.037970Z
compressSegmentOutput_chromId_005_6_0004	CallGenome	complete	0	2022-07-26T06:08:55.363586Z
callGenomeSegment_chromId_005_6_0005	CallGenome	complete	0	2022-07-26T06:08:49.646570Z
compressSegmentOutput_chromId_005_6_0005	CallGenome	complete	0	2022-07-26T06:08:51.014342Z
callGenomeSegment_chromId_005_6_0006	CallGenome	complete	0	2022-07-26T06:08:51.638908Z
compressSegmentOutput_chromId_005_6_0006	CallGenome	complete	0	2022-07-26T06:08:52.968965Z
callGenomeSegment_chromId_005_6_0007	CallGenome	complete	0	2022-07-26T06:08:51.034935Z
compressSegmentOutput_chromId_005_6_0007	CallGenome	complete	0	2022-07-26T06:08:54.340040Z
callGenomeSegment_chromId_005_6_0008	CallGenome	complete	0	2022-07-26T06:08:50.279026Z
compressSegmentOutput_chromId_005_6_0008	CallGenome	complete	0	2022-07-26T06:08:51.670518Z
callGenomeSegment_chromId_005_6_0009	CallGenome	complete	0	2022-07-26T06:08:51.023371Z
compressSegmentOutput_chromId_005_6_0009	CallGenome	complete	0	2022-07-26T06:08:55.816549Z
callGenomeSegment_chromId_005_6_0010	CallGenome	complete	0	2022-07-26T06:08:49.672778Z
compressSegmentOutput_chromId_005_6_0010	CallGenome	complete	0	2022-07-26T06:08:52.970341Z
callGenomeSegment_chromId_005_6_0011	CallGenome	complete	0	2022-07-26T06:08:52.970018Z
compressSegmentOutput_chromId_005_6_0011	CallGenome	complete	0	2022-07-26T06:08:54.331901Z
callGenomeSegment_chromId_005_6_0012	CallGenome	complete	0	2022-07-26T06:08:41.585111Z
compressSegmentOutput_chromId_005_6_0012	CallGenome	complete	0	2022-07-26T06:08:43.405751Z
callGenomeSegment_chromId_005_6_0013	CallGenome	complete	0	2022-07-26T06:08:46.285648Z
compressSegmentOutput_chromId_005_6_0013	CallGenome	complete	0	2022-07-26T06:08:47.157354Z
callGenomeSegment_chromId_005_6_0014	CallGenome	complete	0	2022-07-26T06:08:42.449593Z
compressSegmentOutput_chromId_005_6_0014	CallGenome	complete	0	2022-07-26T06:08:43.424417Z
callGenomeSegment_chromId_006_7_0000	CallGenome	complete	0	2022-07-26T06:08:40.456361Z
compressSegmentOutput_chromId_006_7_0000	CallGenome	complete	0	2022-07-26T06:08:43.427051Z
callGenomeSegment_chromId_006_7_0001	CallGenome	complete	0	2022-07-26T06:08:45.433592Z
compressSegmentOutput_chromId_006_7_0001	CallGenome	complete	0	2022-07-26T06:08:47.155152Z
callGenomeSegment_chromId_006_7_0002	CallGenome	complete	0	2022-07-26T06:08:41.575038Z
compressSegmentOutput_chromId_006_7_0002	CallGenome	complete	0	2022-07-26T06:08:48.831036Z
callGenomeSegment_chromId_006_7_0003	CallGenome	complete	0	2022-07-26T06:08:48.038967Z
compressSegmentOutput_chromId_006_7_0003	CallGenome	complete	0	2022-07-26T06:08:54.962329Z
callGenomeSegment_chromId_006_7_0004	CallGenome	complete	0	2022-07-26T06:08:50.305925Z
compressSegmentOutput_chromId_006_7_0004	CallGenome	complete	0	2022-07-26T06:08:51.674761Z
callGenomeSegment_chromId_006_7_0005	CallGenome	complete	0	2022-07-26T06:08:54.964140Z
compressSegmentOutput_chromId_006_7_0005	CallGenome	complete	0	2022-07-26T06:08:56.083831Z
callGenomeSegment_chromId_006_7_0006	CallGenome	complete	0	2022-07-26T06:08:40.467461Z
compressSegmentOutput_chromId_006_7_0006	CallGenome	complete	0	2022-07-26T06:08:42.449257Z
callGenomeSegment_chromId_006_7_0007	CallGenome	complete	0	2022-07-26T06:08:41.588169Z
compressSegmentOutput_chromId_006_7_0007	CallGenome	complete	0	2022-07-26T06:08:44.322708Z
callGenomeSegment_chromId_006_7_0008	CallGenome	complete	0	2022-07-26T06:08:41.588802Z
compressSegmentOutput_chromId_006_7_0008	CallGenome	complete	0	2022-07-26T06:08:42.452536Z
callGenomeSegment_chromId_006_7_0009	CallGenome	complete	0	2022-07-26T06:08:40.459844Z
compressSegmentOutput_chromId_006_7_0009	CallGenome	complete	0	2022-07-26T06:08:42.448920Z
callGenomeSegment_chromId_006_7_0010	CallGenome	complete	0	2022-07-26T06:08:46.285273Z
compressSegmentOutput_chromId_006_7_0010	CallGenome	complete	0	2022-07-26T06:08:47.157021Z
callGenomeSegment_chromId_006_7_0011	CallGenome	complete	0	2022-07-26T06:08:44.336449Z
compressSegmentOutput_chromId_006_7_0011	CallGenome	complete	0	2022-07-26T06:08:48.827824Z
callGenomeSegment_chromId_006_7_0012	CallGenome	complete	0	2022-07-26T06:09:03.060417Z
compressSegmentOutput_chromId_006_7_0012	CallGenome	complete	0	2022-07-26T06:09:03.612188Z
callGenomeSegment_chromId_006_7_0013	CallGenome	complete	0	2022-07-26T06:09:09.950446Z
compressSegmentOutput_chromId_006_7_0013	CallGenome	complete	0	2022-07-26T06:09:10.385424Z
callGenomeSegment_chromId_008_9_0000	CallGenome	complete	0	2022-07-26T06:08:41.588485Z
compressSegmentOutput_chromId_008_9_0000	CallGenome	complete	0	2022-07-26T06:08:42.451230Z
callGenomeSegment_chromId_008_9_0001	CallGenome	complete	0	2022-07-26T06:08:46.281918Z
compressSegmentOutput_chromId_008_9_0001	CallGenome	complete	0	2022-07-26T06:08:47.134528Z
callGenomeSegment_chromId_008_9_0002	CallGenome	complete	0	2022-07-26T06:08:50.301758Z
compressSegmentOutput_chromId_008_9_0002	CallGenome	complete	0	2022-07-26T06:08:53.828354Z
callGenomeSegment_chromId_008_9_0003	CallGenome	complete	0	2022-07-26T06:08:44.334760Z
compressSegmentOutput_chromId_008_9_0003	CallGenome	complete	0	2022-07-26T06:08:45.433977Z
callGenomeSegment_chromId_008_9_0004	CallGenome	complete	0	2022-07-26T06:08:45.432977Z
compressSegmentOutput_chromId_008_9_0004	CallGenome	complete	0	2022-07-26T06:08:51.023934Z
callGenomeSegment_chromId_008_9_0005	CallGenome	complete	0	2022-07-26T06:08:51.659544Z
compressSegmentOutput_chromId_008_9_0005	CallGenome	complete	0	2022-07-26T06:08:52.959375Z
callGenomeSegment_chromId_008_9_0006	CallGenome	complete	0	2022-07-26T06:08:52.971644Z
compressSegmentOutput_chromId_008_9_0006	CallGenome	complete	0	2022-07-26T06:08:56.406472Z
callGenomeSegment_chromId_008_9_0007	CallGenome	complete	0	2022-07-26T06:08:40.461692Z
compressSegmentOutput_chromId_008_9_0007	CallGenome	complete	0	2022-07-26T06:08:42.448294Z
callGenomeSegment_chromId_008_9_0008	CallGenome	complete	0	2022-07-26T06:09:14.887141Z
compressSegmentOutput_chromId_008_9_0008	CallGenome	complete	0	2022-07-26T06:09:15.163887Z
callGenomeSegment_chromId_008_9_0009	CallGenome	complete	0	2022-07-26T06:08:41.583870Z
compressSegmentOutput_chromId_008_9_0009	CallGenome	complete	0	2022-07-26T06:08:42.429901Z
callGenomeSegment_chromId_008_9_0010	CallGenome	complete	0	2022-07-26T06:08:40.462395Z
compressSegmentOutput_chromId_008_9_0010	CallGenome	complete	0	2022-07-26T06:08:56.681178Z
callGenomeSegment_chromId_008_9_0011	CallGenome	complete	0	2022-07-26T06:09:29.194991Z
compressSegmentOutput_chromId_008_9_0011	CallGenome	complete	0	2022-07-26T06:09:29.267103Z
callGenomeSegment_chromId_009_10_0000	CallGenome	complete	0	2022-07-26T06:08:45.434331Z
compressSegmentOutput_chromId_009_10_0000	CallGenome	complete	0	2022-07-26T06:08:46.280422Z
callGenomeSegment_chromId_009_10_0001	CallGenome	complete	0	2022-07-26T06:08:42.438341Z
compressSegmentOutput_chromId_009_10_0001	CallGenome	complete	0	2022-07-26T06:08:43.405349Z
callGenomeSegment_chromId_009_10_0002	CallGenome	complete	0	2022-07-26T06:08:46.285990Z
compressSegmentOutput_chromId_009_10_0002	CallGenome	complete	0	2022-07-26T06:08:47.154167Z
callGenomeSegment_chromId_009_10_0003	CallGenome	complete	0	2022-07-26T06:08:48.829846Z
compressSegmentOutput_chromId_009_10_0003	CallGenome	complete	0	2022-07-26T06:08:51.007037Z
callGenomeSegment_chromId_009_10_0004	CallGenome	complete	0	2022-07-26T06:08:54.339584Z
compressSegmentOutput_chromId_009_10_0004	CallGenome	complete	0	2022-07-26T06:08:56.305062Z
callGenomeSegment_chromId_009_10_0005	CallGenome	complete	0	2022-07-26T06:08:48.039369Z
compressSegmentOutput_chromId_009_10_0005	CallGenome	complete	0	2022-07-26T06:08:53.824005Z
callGenomeSegment_chromId_009_10_0006	CallGenome	complete	0	2022-07-26T06:08:56.123626Z
compressSegmentOutput_chromId_009_10_0006	CallGenome	complete	0	2022-07-26T06:08:56.895477Z
callGenomeSegment_chromId_009_10_0007	CallGenome	complete	0	2022-07-26T06:09:08.993877Z
compressSegmentOutput_chromId_009_10_0007	CallGenome	complete	0	2022-07-26T06:09:09.383562Z
callGenomeSegment_chromId_009_10_0008	CallGenome	complete	0	2022-07-26T06:08:47.154776Z
compressSegmentOutput_chromId_009_10_0008	CallGenome	complete	0	2022-07-26T06:08:55.356591Z
callGenomeSegment_chromId_009_10_0009	CallGenome	complete	0	2022-07-26T06:08:55.404122Z
compressSegmentOutput_chromId_009_10_0009	CallGenome	complete	0	2022-07-26T06:08:56.398482Z
callGenomeSegment_chromId_009_10_0010	CallGenome	complete	0	2022-07-26T06:08:43.423691Z
compressSegmentOutput_chromId_009_10_0010	CallGenome	complete	0	2022-07-26T06:08:44.332831Z
callGenomeSegment_chromId_009_10_0011	CallGenome	complete	0	2022-07-26T06:08:44.323042Z
compressSegmentOutput_chromId_009_10_0011	CallGenome	complete	0	2022-07-26T06:08:45.434695Z
callGenomeSegment_chromId_011_12_0000	CallGenome	complete	0	2022-07-26T06:08:48.060765Z
compressSegmentOutput_chromId_011_12_0000	CallGenome	complete	0	2022-07-26T06:08:52.436422Z
callGenomeSegment_chromId_011_12_0001	CallGenome	complete	0	2022-07-26T06:09:12.720188Z
