#taskLabel	taskNamespace	runState	errorCode	runStateUpdateTime
callGenomeSegment_chromId_000_1_0006	CallGenome	complete	0	2022-07-26T06:23:49.773552Z
compressSegmentOutput_chromId_000_1_0006	CallGenome	complete	0	2022-07-26T06:23:50.829487Z
callGenomeSegment_chromId_000_1_0007	CallGenome	complete	0	2022-07-26T06:30:56.264134Z
compressSegmentOutput_chromId_000_1_0007	CallGenome	complete	0	2022-07-26T06:30:57.262160Z
callGenomeSegment_chromId_000_1_0008	CallGenome	complete	0	2022-07-26T06:22:10.183993Z
compressSegmentOutput_chromId_000_1_0008	CallGenome	complete	0	2022-07-26T06:32:22.744268Z
callGenomeSegment_chromId_000_1_0009	CallGenome	complete	0	2022-07-26T06:40:51.286995Z
compressSegmentOutput_chromId_000_1_0009	CallGenome	complete	0	2022-07-26T06:40:51.955799Z
callGenomeSegment_chromId_000_1_0010	CallGenome	complete	0	2022-07-26T06:18:10.476508Z
compressSegmentOutput_chromId_000_1_0010	CallGenome	complete	0	2022-07-26T06:27:16.297791Z
callGenomeSegment_chromId_000_1_0011	CallGenome	complete	0	2022-07-26T06:15:27.934171Z
compressSegmentOutput_chromId_000_1_0011	CallGenome	complete	0	2022-07-26T06:28:29.781484Z
callGenomeSegment_chromId_000_1_0012	CallGenome	complete	0	2022-07-26T06:40:41.805076Z
compressSegmentOutput_chromId_000_1_0012	CallGenome	complete	0	2022-07-26T06:40:42.550392Z
callGenomeSegment_chromId_000_1_0013	CallGenome	complete	0	2022-07-26T06:43:57.061218Z
compressSegmentOutput_chromId_000_1_0013	CallGenome	complete	0	2022-07-26T06:43:57.288222Z
callGenomeSegment_chromId_000_1_0014	CallGenome	complete	0	2022-07-26T06:32:56.478638Z
compressSegmentOutput_chromId_000_1_0014	CallGenome	complete	0	2022-07-26T06:32:57.513973Z
callGenomeSegment_chromId_000_1_0015	CallGenome	complete	0	2022-07-26T06:34:09.043918Z
compressSegmentOutput_chromId_000_1_0015	CallGenome	complete	0	2022-07-26T06:34:14.904879Z
callGenomeSegment_chromId_000_1_0016	CallGenome	complete	0	2022-07-26T06:25:35.146882Z
compressSegmentOutput_chromId_000_1_0016	CallGenome	complete	0	2022-07-26T06:25:36.155657Z
callGenomeSegment_chromId_000_1_0017	CallGenome	complete	0	2022-07-26T06:42:12.891061Z
compressSegmentOutput_chromId_000_1_0017	CallGenome	complete	0	2022-07-26T06:42:13.394513Z
callGenomeSegment_chromId_000_1_0018	CallGenome	complete	0	2022-07-26T06:27:39.069901Z
compressSegmentOutput_chromId_000_1_0018	CallGenome	complete	0	2022-07-26T06:32:28.507755Z
callGenomeSegment_chromId_000_1_0019	CallGenome	complete	0	2022-07-26T06:36:31.983893Z
compressSegmentOutput_chromId_000_1_0019	CallGenome	complete	0	2022-07-26T06:36:32.985402Z
callGenomeSegment_chromId_000_1_0020	CallGenome	complete	0	2022-07-26T06:27:54.030853Z
compressSegmentOutput_chromId_000_1_0020	CallGenome	complete	0	2022-07-26T06:27:55.038516Z
callGenomeSegment_chromId_001_2_0000	CallGenome	complete	0	2022-07-26T06:25:46.668119Z
compressSegmentOutput_chromId_001_2_0000	CallGenome	complete	0	2022-07-26T06:30:59.262389Z
callGenomeSegment_chromId_001_2_0001	CallGenome	complete	0	2022-07-26T06:23:52.111757Z
compressSegmentOutput_chromId_001_2_0001	CallGenome	complete	0	2022-07-26T06:23:53.104888Z
callGenomeSegment_chromId_001_2_0002	CallGenome	complete	0	2022-07-26T06:39:19.480331Z
compressSegmentOutput_chromId_001_2_0002	CallGenome	complete	0	2022-07-26T06:39:20.465522Z
callGenomeSegment_chromId_001_2_0003	CallGenome	complete	0	2022-07-26T06:28:52.085598Z
compressSegmentOutput_chromId_001_2_0003	CallGenome	complete	0	2022-07-26T06:28:53.129311Z
callGenomeSegment_chromId_001_2_0004	CallGenome	complete	0	2022-07-26T06:25:21.044677Z
compressSegmentOutput_chromId_001_2_0004	CallGenome	complete	0	2022-07-26T06:28:18.205742Z
callGenomeSegment_chromId_001_2_0005	CallGenome	complete	0	2022-07-26T06:25:28.794956Z
compressSegmentOutput_chromId_001_2_0005	CallGenome	complete	0	2022-07-26T06:36:53.179400Z
callGenomeSegment_chromId_001_2_0006	CallGenome	complete	0	2022-07-26T06:32:07.686875Z
compressSegmentOutput_chromId_001_2_0006	CallGenome	complete	0	2022-07-26T06:32:08.719388Z
callGenomeSegment_chromId_001_2_0007	CallGenome	complete	0	2022-07-26T06:23:46.956386Z
compressSegmentOutput_chromId_001_2_0007	CallGenome	complete	0	2022-07-26T06:23:47.960617Z
callGenomeSegment_chromId_001_2_0008	CallGenome	complete	0	2022-07-26T06:30:08.176481Z
compressSegmentOutput_chromId_001_2_0008	CallGenome	complete	0	2022-07-26T06:30:09.166653Z
callGenomeSegment_chromId_001_2_0009	CallGenome	complete	0	2022-07-26T06:25:49.675837Z
compressSegmentOutput_chromId_001_2_0009	CallGenome	complete	0	2022-07-26T06:26:33.696727Z
callGenomeSegment_chromId_001_2_0010	CallGenome	complete	0	2022-07-26T06:42:23.564137Z
compressSegmentOutput_chromId_001_2_0010	CallGenome	complete	0	2022-07-26T06:42:24.020568Z
callGenomeSegment_chromId_001_2_0011	CallGenome	complete	0	2022-07-26T06:43:05.458511Z
compressSegmentOutput_chromId_001_2_0011	CallGenome	complete	0	2022-07-26T06:43:05.830515Z
callGenomeSegment_chromId_001_2_0012	CallGenome	complete	0	2022-07-26T06:27:51.765977Z
compressSegmentOutput_chromId_001_2_0012	CallGenome	complete	0	2022-07-26T06:27:52.820569Z
callGenomeSegment_chromId_001_2_0013	CallGenome	complete	0	2022-07-26T06:39:44.560630Z
compressSegmentOutput_chromId_001_2_0013	CallGenome	complete	0	2022-07-26T06:39:45.385129Z
callGenomeSegment_chromId_001_2_0014	CallGenome	complete	0	2022-07-26T06:40:17.431759Z
compressSegmentOutput_chromId_001_2_0014	CallGenome	complete	0	2022-07-26T06:40:18.211014Z
callGenomeSegment_chromId_001_2_0015	CallGenome	complete	0	2022-07-26T06:40:41.677959Z
compressSegmentOutput_chromId_001_2_0015	CallGenome	complete	0	2022-07-26T06:40:42.382575Z
callGenomeSegment_chromId_001_2_0016	CallGenome	complete	0	2022-07-26T06:36:44.163606Z
compressSegmentOutput_chromId_001_2_0016	CallGenome	complete	0	2022-07-26T06:36:50.116388Z
callGenomeSegment_chromId_001_2_0017	CallGenome	complete	0	2022-07-26T06:43:45.857658Z
compressSegmentOutput_chromId_001_2_0017	CallGenome	complete	0	2022-07-26T06:43:46.041042Z
callGenomeSegment_chromId_001_2_0018	CallGenome	complete	0	2022-07-26T06:43:05.488467Z
compressSegmentOutput_chromId_001_2_0018	CallGenome	complete	0	2022-07-26T06:43:05.830945Z
callGenomeSegment_chromId_001_2_0019	CallGenome	complete	0	2022-07-26T06:43:31.652397Z
compressSegmentOutput_chromId_001_2_0019	CallGenome	complete	0	2022-07-26T06:43:31.930267Z
callGenomeSegment_chromId_001_2_0020	CallGenome	complete	0	2022-07-26T06:44:33.974005Z
compressSegmentOutput_chromId_001_2_0020	CallGenome	complete	0	2022-07-26T06:44:34.045971Z
callGenomeSegment_chromId_002_3_0000	CallGenome	complete	0	2022-07-26T06:44:07.206769Z
compressSegmentOutput_chromId_002_3_0000	CallGenome	complete	0	2022-07-26T06:44:07.385360Z
callGenomeSegment_chromId_002_3_0001	CallGenome	complete	0	2022-07-26T06:34:07.489424Z
compressSegmentOutput_chromId_002_3_0001	CallGenome	complete	0	2022-07-26T06:38:43.516373Z
callGenomeSegment_chromId_002_3_0002	CallGenome	complete	0	2022-07-26T06:37:01.637941Z
compressSegmentOutput_chromId_002_3_0002	CallGenome	complete	0	2022-07-26T06:37:02.665682Z
callGenomeSegment_chromId_002_3_0003	CallGenome	complete	0	2022-07-26T06:44:29.475598Z
compressSegmentOutput_chromId_002_3_0003	CallGenome	complete	0	2022-07-26T06:44:29.650235Z
callGenomeSegment_chromId_002_3_0004	CallGenome	complete	0	2022-07-26T06:44:28.024838Z
compressSegmentOutput_chromId_002_3_0004	CallGenome	complete	0	2022-07-26T06:44:28.158047Z
callGenomeSegment_chromId_002_3_0005	CallGenome	complete	0	2022-07-26T06:32:19.783419Z
compressSegmentOutput_chromId_002_3_0005	CallGenome	complete	0	2022-07-26T06:32:20.780595Z
callGenomeSegment_chromId_002_3_0006	CallGenome	complete	0	2022-07-26T06:34:44.644015Z
compressSegmentOutput_chromId_002_3_0006	CallGenome	complete	0	2022-07-26T06:38:34.197549Z
callGenomeSegment_chromId_002_3_0007	CallGenome	complete	0	2022-07-26T06:20:01.468148Z
compressSegmentOutput_chromId_002_3_0007	CallGenome	complete	0	2022-07-26T06:20:51.984737Z
callGenomeSegment_chromId_002_3_0008	CallGenome	complete	0	2022-07-26T06:32:18.417672Z
compressSegmentOutput_chromId_002_3_0008	CallGenome	complete	0	2022-07-26T06:32:19.466460Z
callGenomeSegment_chromId_002_3_0009	CallGenome	complete	0	2022-07-26T06:35:52.012018Z
compressSegmentOutput_chromId_002_3_0009	CallGenome	complete	0	2022-07-26T06:38:52.229326Z
callGenomeSegment_chromId_002_3_0010	CallGenome	complete	0	2022-07-26T06:37:28.246444Z
compressSegmentOutput_chromId_002_3_0010	CallGenome	complete	0	2022-07-26T06:37:29.240353Z
callGenomeSegment_chromId_002_3_0011	CallGenome	complete	0	2022-07-26T06:39:46.928737Z
compressSegmentOutput_chromId_002_3_0011	CallGenome	complete	0	2022-07-26T06:39:47.648948Z
callGenomeSegment_chromId_002_3_0012	CallGenome	complete	0	2022-07-26T06:41:03.140871Z
compressSegmentOutput_chromId_002_3_0012	CallGenome	complete	0	2022-07-26T06:41:03.642668Z
callGenomeSegment_chromId_002_3_0013	CallGenome	complete	0	2022-07-26T06:24:39.159330Z
compressSegmentOutput_chromId_002_3_0013	CallGenome	complete	0	2022-07-26T06:24:40.154808Z
callGenomeSegment_chromId_002_3_0014	CallGenome	complete	0	2022-07-26T06:32:09.929869Z
compressSegmentOutput_chromId_002_3_0014	CallGenome	complete	0	2022-07-26T06:32:10.926458Z
callGenomeSegment_chromId_002_3_0015	CallGenome	complete	0	2022-07-26T06:42:33.494877Z
compressSegmentOutput_chromId_002_3_0015	CallGenome	complete	0	2022-07-26T06:42:33.947655Z
callGenomeSegment_chromId_002_3_0016	CallGenome	complete	0	2022-07-26T06:43:40.903444Z
compressSegmentOutput_chromId_002_3_0016	CallGenome	complete	0	2022-07-26T06:43:41.135180Z
callGenomeSegment_chromId_003_4_0000	CallGenome	complete	0	2022-07-26T06:44:17.115803Z
compressSegmentOutput_chromId_003_4_0000	CallGenome	complete	0	2022-07-26T06:44:17.355234Z
callGenomeSegment_chromId_003_4_0001	CallGenome	complete	0	2022-07-26T06:40:59.756039Z
compressSegmentOutput_chromId_003_4_0001	CallGenome	complete	0	2022-07-26T06:41:00.370826Z
callGenomeSegment_chromId_003_4_0002	CallGenome	complete	0	2022-07-26T06:20:09.780486Z
compressSegmentOutput_chromId_003_4_0002	CallGenome	complete	0	2022-07-26T06:32:15.105734Z
callGenomeSegment_chromId_003_4_0003	CallGenome	complete	0	2022-07-26T06:41:48.103529Z
compressSegmentOutput_chromId_003_4_0003	CallGenome	complete	0	2022-07-26T06:41:48.562609Z
callGenomeSegment_chromId_003_4_0004	CallGenome	complete	0	2022-07-26T06:43:23.051882Z
compressSegmentOutput_chromId_003_4_0004	CallGenome	complete	0	2022-07-26T06:43:23.330283Z
callGenomeSegment_chromId_003_4_0005	CallGenome	complete	0	2022-07-26T06:23:21.629276Z
compressSegmentOutput_chromId_003_4_0005	CallGenome	complete	0	2022-07-26T06:24:33.417246Z
callGenomeSegment_chromId_003_4_0006	CallGenome	complete	0	2022-07-26T06:44:01.009171Z
compressSegmentOutput_chromId_003_4_0006	CallGenome	complete	0	2022-07-26T06:44:01.188118Z
callGenomeSegment_chromId_003_4_0007	CallGenome	complete	0	2022-07-26T06:32:20.978272Z
compressSegmentOutput_chromId_003_4_0007	CallGenome	complete	0	2022-07-26T06:32:21.937411Z
callGenomeSegment_chromId_003_4_0008	CallGenome	complete	0	2022-07-26T06:39:21.182543Z
compressSegmentOutput_chromId_003_4_0008	CallGenome	complete	0	2022-07-26T06:39:22.166481Z
callGenomeSegment_chromId_003_4_0009	CallGenome	complete	0	2022-07-26T06:40:45.877619Z
compressSegmentOutput_chromId_003_4_0009	CallGenome	complete	0	2022-07-26T06:40:46.564423Z
callGenomeSegment_chromId_003_4_0010	CallGenome	complete	0	2022-07-26T06:42:46.420501Z
compressSegmentOutput_chromId_003_4_0010	CallGenome	complete	0	2022-07-26T06:42:46.866493Z
callGenomeSegment_chromId_003_4_0011	CallGenome	complete	0	2022-07-26T06:21:02.095184Z
compressSegmentOutput_chromId_003_4_0011	CallGenome	complete	0	2022-07-26T06:27:15.226787Z
callGenomeSegment_chromId_003_4_0012	CallGenome	complete	0	2022-07-26T06:42:47.183031Z
compressSegmentOutput_chromId_003_4_0012	CallGenome	complete	0	2022-07-26T06:42:47.636327Z
callGenomeSegment_chromId_003_4_0013	CallGenome	complete	0	2022-07-26T06:24:29.208594Z
compressSegmentOutput_chromId_003_4_0013	CallGenome	complete	0	2022-07-26T06:24:30.260822Z
callGenomeSegment_chromId_003_4_0014	CallGenome	complete	0	2022-07-26T06:28:25.762425Z
compressSegmentOutput_chromId_003_4_0014	CallGenome	complete	0	2022-07-26T06:28:26.776461Z
callGenomeSegment_chromId_003_4_0015	CallGenome	complete	0	2022-07-26T06:36:30.689998Z
compressSegmentOutput_chromId_003_4_0015	CallGenome	complete	0	2022-07-26T06:36:54.182398Z
callGenomeSegment_chromId_004_5_0000	CallGenome	complete	0	2022-07-26T06:39:30.107312Z
compressSegmentOutput_chromId_004_5_0000	CallGenome	complete	0	2022-07-26T06:39:30.980232Z
callGenomeSegment_chromId_004_5_0001	CallGenome	complete	0	2022-07-26T06:22:31.067531Z
compressSegmentOutput_chromId_004_5_0001	CallGenome	complete	0	2022-07-26T06:22:32.123749Z
callGenomeSegment_chromId_004_5_0002	CallGenome	complete	0	2022-07-26T06:28:27.766765Z
compressSegmentOutput_chromId_004_5_0002	CallGenome	complete	0	2022-07-26T06:28:30.573511Z
callGenomeSegment_chromId_004_5_0003	CallGenome	complete	0	2022-07-26T06:40:45.370350Z
compressSegmentOutput_chromId_004_5_0003	CallGenome	complete	0	2022-07-26T06:40:46.048089Z
callGenomeSegment_chromId_004_5_0004	CallGenome	complete	0	2022-07-26T06:40:52.422137Z
compressSegmentOutput_chromId_004_5_0004	CallGenome	complete	0	2022-07-26T06:40:52.985691Z
callGenomeSegment_chromId_004_5_0005	CallGenome	complete	0	2022-07-26T06:39:23.890156Z
compressSegmentOutput_chromId_004_5_0005	CallGenome	complete	0	2022-07-26T06:39:24.837184Z
callGenomeSegment_chromId_004_5_0006	CallGenome	complete	0	2022-07-26T06:42:55.107613Z
compressSegmentOutput_chromId_004_5_0006	CallGenome	complete	0	2022-07-26T06:42:55.454411Z
callGenomeSegment_chromId_004_5_0007	CallGenome	complete	0	2022-07-26T06:20:49.911900Z
compressSegmentOutput_chromId_004_5_0007	CallGenome	complete	0	2022-07-26T06:20:50.922974Z
callGenomeSegment_chromId_004_5_0008	CallGenome	complete	0	2022-07-26T06:30:45.835690Z
compressSegmentOutput_chromId_004_5_0008	CallGenome	complete	0	2022-07-26T06:30:46.839565Z
callGenomeSegment_chromId_004_5_0009	CallGenome	complete	0	2022-07-26T06:36:02.430353Z
compressSegmentOutput_chromId_004_5_0009	CallGenome	complete	0	2022-07-26T06:36:55.195539Z
callGenomeSegment_chromId_004_5_0010	CallGenome	complete	0	2022-07-26T06:19:36.804152Z
compressSegmentOutput_chromId_004_5_0010	CallGenome	complete	0	2022-07-26T06:19:37.862111Z
callGenomeSegment_chromId_004_5_0011	CallGenome	complete	0	2022-07-26T06:33:01.278363Z
compressSegmentOutput_chromId_004_5_0011	CallGenome	complete	0	2022-07-26T06:33:02.270400Z
callGenomeSegment_chromId_004_5_0012	CallGenome	complete	0	2022-07-26T06:36:48.065145Z
compressSegmentOutput_chromId_004_5_0012	CallGenome	complete	0	2022-07-26T06:36:49.061746Z
callGenomeSegment_chromId_004_5_0013	CallGenome	complete	0	2022-07-26T06:27:42.931513Z
compressSegmentOutput_chromId_004_5_0013	CallGenome	complete	0	2022-07-26T06:27:43.977839Z
callGenomeSegment_chromId_004_5_0014	CallGenome	complete	0	2022-07-26T06:28:51.737260Z
compressSegmentOutput_chromId_004_5_0014	CallGenome	complete	0	2022-07-26T06:28:52.794850Z
callGenomeSegment_chromId_004_5_0015	CallGenome	complete	0	2022-07-26T06:40:25.681961Z
compressSegmentOutput_chromId_004_5_0015	CallGenome	complete	0	2022-07-26T06:40:26.460024Z
callGenomeSegment_chromId_005_6_0000	CallGenome	complete	0	2022-07-26T06:38:40.420067Z
compressSegmentOutput_chromId_005_6_0000	CallGenome	complete	0	2022-07-26T06:38:41.453706Z
callGenomeSegment_chromId_005_6_0001	CallGenome	complete	0	2022-07-26T06:41:17.217333Z
compressSegmentOutput_chromId_005_6_0001	CallGenome	complete	0	2022-07-26T06:41:17.727599Z
callGenomeSegment_chromId_005_6_0002	CallGenome	complete	0	2022-07-26T06:44:30.918029Z
compressSegmentOutput_chromId_005_6_0002	CallGenome	complete	0	2022-07-26T06:44:30.991088Z
callGenomeSegment_chromId_005_6_0003	CallGenome	complete	0	2022-07-26T06:32:51.761759Z
compressSegmentOutput_chromId_005_6_0003	CallGenome	complete	0	2022-07-26T06:32:52.821310Z
callGenomeSegment_chromId_005_6_0004	CallGenome	complete	0	2022-07-26T06:41:42.331875Z
compressSegmentOutput_chromId_005_6_0004	CallGenome	complete	0	2022-07-26T06:41:42.785505Z
callGenomeSegment_chromId_005_6_0005	CallGenome	complete	0	2022-07-26T06:31:16.398022Z
compressSegmentOutput_chromId_005_6_0005	CallGenome	complete	0	2022-07-26T06:35:38.519589Z
callGenomeSegment_chromId_005_6_0006	CallGenome	complete	0	2022-07-26T06:34:13.358890Z
compressSegmentOutput_chromId_005_6_0006	CallGenome	complete	0	2022-07-26T06:34:45.638237Z
callGenomeSegment_chromId_005_6_0007	CallGenome	complete	0	2022-07-26T06:22:41.447567Z
compressSegmentOutput_chromId_005_6_0007	CallGenome	complete	0	2022-07-26T06:22:42.449815Z
callGenomeSegment_chromId_005_6_0008	CallGenome	complete	0	2022-07-26T06:28:44.347405Z
compressSegmentOutput_chromId_005_6_0008	CallGenome	complete	0	2022-07-26T06:28:45.397734Z
callGenomeSegment_chromId_005_6_0009	CallGenome	complete	0	2022-07-26T06:34:07.334602Z
compressSegmentOutput_chromId_005_6_0009	CallGenome	complete	0	2022-07-26T06:36:01.485389Z
callGenomeSegment_chromId_005_6_0010	CallGenome	complete	0	2022-07-26T06:22:29.169782Z
compressSegmentOutput_chromId_005_6_0010	CallGenome	complete	0	2022-07-26T06:22:30.222537Z
callGenomeSegment_chromId_005_6_0011	CallGenome	complete	0	2022-07-26T06:28:16.196594Z
compressSegmentOutput_chromId_005_6_0011	CallGenome	complete	0	2022-07-26T06:28:17.197591Z
callGenomeSegment_chromId_005_6_0012	CallGenome	complete	0	2022-07-26T06:21:45.596198Z
compressSegmentOutput_chromId_005_6_0012	CallGenome	complete	0	2022-07-26T06:30:58.262440Z
callGenomeSegment_chromId_005_6_0013	CallGenome	complete	0	2022-07-26T06:40:29.580731Z
compressSegmentOutput_chromId_005_6_0013	CallGenome	complete	0	2022-07-26T06:40:30.296990Z
callGenomeSegment_chromId_005_6_0014	CallGenome	complete	0	2022-07-26T06:22:35.984222Z
compressSegmentOutput_chromId_005_6_0014	CallGenome	complete	0	2022-07-26T06:23:49.976448Z
callGenomeSegment_chromId_006_7_0000	CallGenome	complete	0	2022-07-26T06:29:04.098745Z
compressSegmentOutput_chromId_006_7_0000	CallGenome	complete	0	2022-07-26T06:29:05.085569Z
callGenomeSegment_chromId_006_7_0001	CallGenome	complete	0	2022-07-26T06:33:11.183760Z
compressSegmentOutput_chromId_006_7_0001	CallGenome	complete	0	2022-07-26T06:33:12.238445Z
callGenomeSegment_chromId_006_7_0002	CallGenome	complete	0	2022-07-26T06:38:35.840982Z
compressSegmentOutput_chromId_006_7_0002	CallGenome	complete	0	2022-07-26T06:38:36.832621Z
callGenomeSegment_chromId_006_7_0003	CallGenome	complete	0	2022-07-26T06:35:02.245917Z
compressSegmentOutput_chromId_006_7_0003	CallGenome	complete	0	2022-07-26T06:35:03.289837Z
callGenomeSegment_chromId_006_7_0004	CallGenome	complete	0	2022-07-26T06:32:55.074955Z
compressSegmentOutput_chromId_006_7_0004	CallGenome	complete	0	2022-07-26T06:37:39.683438Z
callGenomeSegment_chromId_006_7_0005	CallGenome	complete	0	2022-07-26T06:17:05.957839Z
compressSegmentOutput_chromId_006_7_0005	CallGenome	complete	0	2022-07-26T06:20:09.979484Z
callGenomeSegment_chromId_006_7_0006	CallGenome	complete	0	2022-07-26T06:27:46.845420Z
compressSegmentOutput_chromId_006_7_0006	CallGenome	complete	0	2022-07-26T06:27:47.855750Z
callGenomeSegment_chromId_006_7_0007	CallGenome	complete	0	2022-07-26T06:31:15.480600Z
compressSegmentOutput_chromId_006_7_0007	CallGenome	complete	0	2022-07-26T06:32:31.556731Z
callGenomeSegment_chromId_006_7_0008	CallGenome	complete	0	2022-07-26T06:30:22.331419Z
compressSegmentOutput_chromId_006_7_0008	CallGenome	complete	0	2022-07-26T06:30:23.330622Z
callGenomeSegment_chromId_006_7_0009	CallGenome	complete	0	2022-07-26T06:34:58.094218Z
compressSegmentOutput_chromId_006_7_0009	CallGenome	complete	0	2022-07-26T06:36:04.523460Z
callGenomeSegment_chromId_006_7_0010	CallGenome	complete	0	2022-07-26T06:36:18.789588Z
compressSegmentOutput_chromId_006_7_0010	CallGenome	complete	0	2022-07-26T06:38:45.823439Z
callGenomeSegment_chromId_006_7_0011	CallGenome	complete	0	2022-07-26T06:16:20.293776Z
compressSegmentOutput_chromId_006_7_0011	CallGenome	complete	0	2022-07-26T06:17:37.201538Z
callGenomeSegment_chromId_006_7_0012	CallGenome	complete	0	2022-07-26T06:23:09.827865Z
compressSegmentOutput_chromId_006_7_0012	CallGenome	complete	0	2022-07-26T06:23:10.886707Z
callGenomeSegment_chromId_006_7_0013	CallGenome	complete	0	2022-07-26T06:33:07.215238Z
compressSegmentOutput_chromId_006_7_0013	CallGenome	complete	0	2022-07-26T06:33:08.221174Z
callGenomeSegment_chromId_007_8_0000	CallGenome	complete	0	2022-07-26T06:33:34.892455Z
compressSegmentOutput_chromId_007_8_0000	CallGenome	complete	0	2022-07-26T06:37:46.380120Z
callGenomeSegment_chromId_007_8_0001	CallGenome	complete	0	2022-07-26T06:29:31.181443Z
compressSegmentOutput_chromId_007_8_0001	CallGenome	complete	0	2022-07-26T06:35:07.362792Z
callGenomeSegment_chromId_007_8_0002	CallGenome	complete	0	2022-07-26T06:35:37.489831Z
compressSegmentOutput_chromId_007_8_0002	CallGenome	complete	0	2022-07-26T06:36:51.116455Z
callGenomeSegment_chromId_007_8_0003	CallGenome	complete	0	2022-07-26T06:16:15.113121Z
compressSegmentOutput_chromId_007_8_0003	CallGenome	complete	0	2022-07-26T06:17:41.767189Z
callGenomeSegment_chromId_007_8_0004	CallGenome	complete	0	2022-07-26T06:22:17.996962Z
compressSegmentOutput_chromId_007_8_0004	CallGenome	complete	0	2022-07-26T06:25:45.459671Z
callGenomeSegment_chromId_007_8_0005	CallGenome	complete	0	2022-07-26T06:29:23.977082Z
compressSegmentOutput_chromId_007_8_0005	CallGenome	complete	0	2022-07-26T06:32:09.458049Z
